parcel_id,authorityname,restriction,restriction_term,zone,landuse
12199,Epworth Local Board,residential,limited,High Density,Residential
13837,EMA,wetland,unlimited,Factories,Residential
13804,EMA,river basin,unlimited,Medium Density,Residential
13816,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13805,CAZ,flightzone,unlimited,Low Density,Residential
14847,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13868,EMA,river basin,unlimited,Medium Density,Residential
12267,Epworth Local Board,residential,limited,High Density,Residential
13673,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13629,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12153,Epworth Local Board,residential,limited,High Density,Residential
13645,EMA,wetland,unlimited,Factories,Residential
12198,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12326,CAZ,flightzone,unlimited,Low Density,Residential
12279,Epworth Local Board,residential,limited,High Density,Residential
14889,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13765,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13731,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13571,Epworth Local Board,residential,limited,High Density,Residential
14892,EMA,wetland,unlimited,Factories,Residential
14901,EMA,river basin,unlimited,Medium Density,Residential
12268,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12197,CAZ,flightzone,unlimited,Low Density,Residential
13842,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13858,EMA,river basin,unlimited,Medium Density,Residential
12196,Epworth Local Board,residential,limited,High Density,Residential
14859,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14878,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12269,Epworth Local Board,residential,limited,High Density,Residential
13786,EMA,wetland,unlimited,Factories,Residential
13773,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12195,CAZ,flightzone,unlimited,Low Density,Residential
13836,Epworth Local Board,residential,limited,High Density,Residential
11972,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12325,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13867,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13787,Epworth Local Board,residential,limited,High Density,Residential
12278,EMA,wetland,unlimited,Factories,Residential
12194,EMA,river basin,unlimited,Medium Density,Residential
12152,ZMM,monument (balancing rocks),unlimited,High Density,Residential
14817,CAZ,flightzone,unlimited,Low Density,Residential
14846,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13608,EMA,river basin,unlimited,Medium Density,Residential
13841,Epworth Local Board,residential,limited,High Density,Residential
14856,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13643,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14857,Epworth Local Board,residential,limited,High Density,Residential
12270,EMA,wetland,unlimited,Factories,Residential
14858,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13630,CAZ,flightzone,unlimited,Low Density,Residential
14825,Epworth Local Board,residential,limited,High Density,Residential
13817,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13859,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12155,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13730,Epworth Local Board,residential,limited,High Density,Residential
12154,EMA,wetland,unlimited,Factories,Residential
12277,EMA,river basin,unlimited,Medium Density,Residential
12271,ZMM,monument (balancing rocks),unlimited,High Density,Residential
11971,CAZ,flightzone,unlimited,Low Density,Residential
13672,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13835,EMA,river basin,unlimited,Medium Density,Residential
12156,Epworth Local Board,residential,limited,High Density,Residential
13866,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12324,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12193,Epworth Local Board,residential,limited,High Density,Residential
13802,EMA,wetland,unlimited,Factories,Residential
13788,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12157,CAZ,flightzone,unlimited,Low Density,Residential
12151,Epworth Local Board,residential,limited,High Density,Residential
14890,ZMM,monument (balancing rocks),unlimited,Factories,Residential
11976,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13570,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14891,Epworth Local Board,residential,limited,High Density,Residential
12158,EMA,wetland,unlimited,Factories,Residential
12192,EMA,river basin,unlimited,Medium Density,Residential
13840,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13818,CAZ,flightzone,unlimited,Low Density,Residential
12276,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14816,EMA,river basin,unlimited,Medium Density,Residential
14845,Epworth Local Board,residential,limited,High Density,Residential
14879,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13860,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12159,Epworth Local Board,residential,limited,High Density,Residential
12323,EMA,wetland,unlimited,Factories,Residential
14902,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13766,CAZ,flightzone,unlimited,Low Density,Residential
13642,Epworth Local Board,residential,limited,High Density,Residential
13834,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12272,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13729,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13631,Epworth Local Board,residential,limited,High Density,Residential
13609,EMA,wetland,unlimited,Factories,Residential
12191,EMA,river basin,unlimited,Medium Density,Residential
14903,ZMM,monument (balancing rocks),unlimited,High Density,Residential
14904,CAZ,flightzone,unlimited,Low Density,Residential
12160,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14905,EMA,river basin,unlimited,Medium Density,Residential
14908,Epworth Local Board,residential,limited,High Density,Residential
14880,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14907,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13671,Epworth Local Board,residential,limited,High Density,Residential
14906,EMA,wetland,unlimited,Factories,Residential
12161,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13789,CAZ,flightzone,unlimited,Low Density,Residential
11970,Epworth Local Board,residential,limited,High Density,Residential
12190,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13839,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12273,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12322,Epworth Local Board,residential,limited,High Density,Residential
12162,EMA,wetland,unlimited,Factories,Residential
13819,EMA,river basin,unlimited,Medium Density,Residential
13569,ZMM,monument (balancing rocks),unlimited,High Density,Residential
14826,CAZ,flightzone,unlimited,Low Density,Residential
14883,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13800,EMA,river basin,unlimited,Medium Density,Residential
14882,Epworth Local Board,residential,limited,High Density,Residential
14881,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12275,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14815,Epworth Local Board,residential,limited,High Density,Residential
13772,EMA,wetland,unlimited,Factories,Residential
13771,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13770,CAZ,flightzone,unlimited,Low Density,Residential
13769,Epworth Local Board,residential,limited,High Density,Residential
13768,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13833,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13767,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12334,Epworth Local Board,residential,limited,High Density,Residential
13728,EMA,wetland,unlimited,Factories,Residential
12189,EMA,river basin,unlimited,Medium Density,Residential
12149,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12148,CAZ,flightzone,unlimited,Low Density,Residential
12163,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13641,EMA,river basin,unlimited,Medium Density,Residential
14844,Epworth Local Board,residential,limited,High Density,Residential
13670,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13632,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12321,Epworth Local Board,residential,limited,High Density,Residential
13610,EMA,wetland,unlimited,Factories,Residential
12274,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13799,CAZ,flightzone,unlimited,Low Density,Residential
12145,Epworth Local Board,residential,limited,High Density,Residential
13865,ZMM,monument (balancing rocks),unlimited,Factories,Residential
11969,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13790,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12147,Epworth Local Board,residential,limited,High Density,Residential
13628,EMA,wetland,unlimited,Factories,Residential
12188,EMA,river basin,unlimited,Medium Density,Residential
13611,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13820,CAZ,flightzone,unlimited,Low Density,Residential
11977,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12335,EMA,river basin,unlimited,Medium Density,Residential
12146,Epworth Local Board,residential,limited,High Density,Residential
12164,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13832,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12320,Epworth Local Board,residential,limited,High Density,Residential
11968,EMA,wetland,unlimited,Factories,Residential
14827,ZMM,monument (balancing rocks),unlimited,High Density,Residential
11979,CAZ,flightzone,unlimited,Low Density,Residential
13568,Epworth Local Board,residential,limited,High Density,Residential
14814,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12187,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14987,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12165,Epworth Local Board,residential,limited,High Density,Residential
13791,EMA,wetland,unlimited,Factories,Residential
12336,EMA,river basin,unlimited,Medium Density,Residential
13640,ZMM,monument (balancing rocks),unlimited,High Density,Residential
14964,CAZ,flightzone,unlimited,Low Density,Residential
13633,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14773,EMA,river basin,unlimited,Medium Density,Residential
14843,Epworth Local Board,residential,limited,High Density,Residential
12112,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12357,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13722,Epworth Local Board,residential,limited,High Density,Residential
13723,EMA,wetland,unlimited,Factories,Residential
13724,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13725,CAZ,flightzone,unlimited,Low Density,Residential
13726,Epworth Local Board,residential,limited,High Density,Residential
13831,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13727,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13626,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12166,Epworth Local Board,residential,limited,High Density,Residential
13864,EMA,wetland,unlimited,Factories,Residential
14782,EMA,river basin,unlimited,Medium Density,Residential
13669,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13798,CAZ,flightzone,unlimited,Low Density,Residential
14781,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14780,EMA,river basin,unlimited,Medium Density,Residential
12113,Epworth Local Board,residential,limited,High Density,Residential
14779,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13863,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12356,Epworth Local Board,residential,limited,High Density,Residential
11966,EMA,wetland,unlimited,Factories,Residential
11981,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12186,CAZ,flightzone,unlimited,Low Density,Residential
14778,Epworth Local Board,residential,limited,High Density,Residential
13567,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14777,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12337,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12114,Epworth Local Board,residential,limited,High Density,Residential
11965,EMA,wetland,unlimited,Factories,Residential
12167,EMA,river basin,unlimited,Medium Density,Residential
14776,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13792,CAZ,flightzone,unlimited,Low Density,Residential
14986,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14828,EMA,river basin,unlimited,Medium Density,Residential
14775,Epworth Local Board,residential,limited,High Density,Residential
13862,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14813,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13821,Epworth Local Board,residential,limited,High Density,Residential
14774,EMA,wetland,unlimited,Factories,Residential
14965,ZMM,monument (balancing rocks),unlimited,High Density,Residential
14772,CAZ,flightzone,unlimited,Low Density,Residential
13639,Epworth Local Board,residential,limited,High Density,Residential
12143,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13625,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13634,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12185,Epworth Local Board,residential,limited,High Density,Residential
14842,EMA,wetland,unlimited,Factories,Residential
12135,EMA,river basin,unlimited,Medium Density,Residential
13830,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12115,CAZ,flightzone,unlimited,Low Density,Residential
12355,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11982,EMA,river basin,unlimited,Medium Density,Residential
12116,Epworth Local Board,residential,limited,High Density,Residential
12168,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12120,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13797,Epworth Local Board,residential,limited,High Density,Residential
12338,EMA,wetland,unlimited,Factories,Residential
11964,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13700,CAZ,flightzone,unlimited,Low Density,Residential
12121,Epworth Local Board,residential,limited,High Density,Residential
13668,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13861,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13793,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12184,Epworth Local Board,residential,limited,High Density,Residential
12140,EMA,wetland,unlimited,Factories,Residential
12117,EMA,river basin,unlimited,Medium Density,Residential
11983,ZMM,monument (balancing rocks),unlimited,High Density,Residential
14985,CAZ,flightzone,unlimited,Low Density,Residential
13612,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12169,EMA,river basin,unlimited,Medium Density,Residential
14966,Epworth Local Board,residential,limited,High Density,Residential
14771,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12122,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13624,Epworth Local Board,residential,limited,High Density,Residential
13829,EMA,wetland,unlimited,Factories,Residential
13720,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12354,CAZ,flightzone,unlimited,Low Density,Residential
14829,Epworth Local Board,residential,limited,High Density,Residential
13721,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13615,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13674,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14812,Epworth Local Board,residential,limited,High Density,Residential
14783,EMA,wetland,unlimited,Factories,Residential
12108,EMA,river basin,unlimited,Medium Density,Residential
12118,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12339,CAZ,flightzone,unlimited,Low Density,Residential
14784,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12136,EMA,river basin,unlimited,Medium Density,Residential
12138,Epworth Local Board,residential,limited,High Density,Residential
14841,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12106,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12183,Epworth Local Board,residential,limited,High Density,Residential
14785,EMA,wetland,unlimited,Factories,Residential
13566,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12119,CAZ,flightzone,unlimited,Low Density,Residential
11963,Epworth Local Board,residential,limited,High Density,Residential
12170,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14786,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13638,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13702,Epworth Local Board,residential,limited,High Density,Residential
13635,EMA,wetland,unlimited,Factories,Residential
14787,EMA,river basin,unlimited,Medium Density,Residential
13796,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13794,CAZ,flightzone,unlimited,Low Density,Residential
14788,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11986,EMA,river basin,unlimited,Medium Density,Residential
12353,Epworth Local Board,residential,limited,High Density,Residential
13667,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14789,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12105,Epworth Local Board,residential,limited,High Density,Residential
13701,EMA,wetland,unlimited,Factories,Residential
14790,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12182,CAZ,flightzone,unlimited,Low Density,Residential
12340,Epworth Local Board,residential,limited,High Density,Residential
13699,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12137,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11985,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13623,Epworth Local Board,residential,limited,High Density,Residential
14967,EMA,wetland,unlimited,Factories,Residential
14770,EMA,river basin,unlimited,Medium Density,Residential
11987,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13616,CAZ,flightzone,unlimited,Low Density,Residential
14791,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12104,EMA,river basin,unlimited,Medium Density,Residential
12171,Epworth Local Board,residential,limited,High Density,Residential
12173,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13823,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14830,Epworth Local Board,residential,limited,High Density,Residential
12181,EMA,wetland,unlimited,Factories,Residential
14811,ZMM,monument (balancing rocks),unlimited,High Density,Residential
11984,CAZ,flightzone,unlimited,Low Density,Residential
13719,Epworth Local Board,residential,limited,High Density,Residential
12352,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12341,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12110,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12123,Epworth Local Board,residential,limited,High Density,Residential
14840,EMA,wetland,unlimited,Factories,Residential
13675,EMA,river basin,unlimited,Medium Density,Residential
12103,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13828,CAZ,flightzone,unlimited,Low Density,Residential
11962,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12180,EMA,river basin,unlimited,Medium Density,Residential
12124,Epworth Local Board,residential,limited,High Density,Residential
13565,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13698,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12174,Epworth Local Board,residential,limited,High Density,Residential
12111,EMA,wetland,unlimited,Factories,Residential
13703,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12351,CAZ,flightzone,unlimited,Low Density,Residential
13622,Epworth Local Board,residential,limited,High Density,Residential
13666,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13646,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14752,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13637,Epworth Local Board,residential,limited,High Density,Residential
13617,EMA,wetland,unlimited,Factories,Residential
13175,EMA,river basin,unlimited,Medium Density,Residential
14769,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13718,CAZ,flightzone,unlimited,Low Density,Residential
13825,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12125,EMA,river basin,unlimited,Medium Density,Residential
13636,Epworth Local Board,residential,limited,High Density,Residential
14753,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14792,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12100,Epworth Local Board,residential,limited,High Density,Residential
13795,EMA,wetland,unlimited,Factories,Residential
12179,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13564,CAZ,flightzone,unlimited,Low Density,Residential
14968,Epworth Local Board,residential,limited,High Density,Residential
12342,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14831,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13827,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12172,Epworth Local Board,residential,limited,High Density,Residential
12175,EMA,wetland,unlimited,Factories,Residential
14800,EMA,river basin,unlimited,Medium Density,Residential
14810,ZMM,monument (balancing rocks),unlimited,High Density,Residential
14799,CAZ,flightzone,unlimited,Low Density,Residential
12099,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12126,EMA,river basin,unlimited,Medium Density,Residential
11961,Epworth Local Board,residential,limited,High Density,Residential
13676,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14798,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12350,Epworth Local Board,residential,limited,High Density,Residential
14797,EMA,wetland,unlimited,Factories,Residential
13563,ZMM,monument (balancing rocks),unlimited,High Density,Residential
14839,CAZ,flightzone,unlimited,Low Density,Residential
14796,Epworth Local Board,residential,limited,High Density,Residential
13697,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14795,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12102,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12127,Epworth Local Board,residential,limited,High Density,Residential
13704,EMA,wetland,unlimited,Factories,Residential
13199,EMA,river basin,unlimited,Medium Density,Residential
13176,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13198,CAZ,flightzone,unlimited,Low Density,Residential
13717,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11988,EMA,river basin,unlimited,Medium Density,Residential
12061,Epworth Local Board,residential,limited,High Density,Residential
12098,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13621,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12358,Epworth Local Board,residential,limited,High Density,Residential
14751,EMA,wetland,unlimited,Factories,Residential
13618,ZMM,monument (balancing rocks),unlimited,High Density,Residential
14768,CAZ,flightzone,unlimited,Low Density,Residential
13653,Epworth Local Board,residential,limited,High Density,Residential
12128,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14793,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13826,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14754,Epworth Local Board,residential,limited,High Density,Residential
12343,EMA,wetland,unlimited,Factories,Residential
12129,EMA,river basin,unlimited,Medium Density,Residential
12176,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13177,CAZ,flightzone,unlimited,Low Density,Residential
14969,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12097,EMA,river basin,unlimited,Medium Density,Residential
12319,Epworth Local Board,residential,limited,High Density,Residential
13713,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13677,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12349,Epworth Local Board,residential,limited,High Density,Residential
12062,EMA,wetland,unlimited,Factories,Residential
13562,ZMM,monument (balancing rocks),unlimited,High Density,Residential
11960,CAZ,flightzone,unlimited,Low Density,Residential
13665,Epworth Local Board,residential,limited,High Density,Residential
14832,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13696,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12177,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12096,Epworth Local Board,residential,limited,High Density,Residential
13654,EMA,wetland,unlimited,Factories,Residential
14809,EMA,river basin,unlimited,Medium Density,Residential
13197,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12130,CAZ,flightzone,unlimited,Low Density,Residential
12385,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14801,EMA,river basin,unlimited,Medium Density,Residential
14838,Epworth Local Board,residential,limited,High Density,Residential
12063,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14802,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12064,Epworth Local Board,residential,limited,High Density,Residential
11989,EMA,wetland,unlimited,Factories,Residential
11991,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12065,CAZ,flightzone,unlimited,Low Density,Residential
14803,Epworth Local Board,residential,limited,High Density,Residential
13705,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12070,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13178,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13295,Epworth Local Board,residential,limited,High Density,Residential
12131,EMA,wetland,unlimited,Factories,Residential
12066,EMA,river basin,unlimited,Medium Density,Residential
12178,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12318,CAZ,flightzone,unlimited,Low Density,Residential
14804,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13664,EMA,river basin,unlimited,Medium Density,Residential
14767,Epworth Local Board,residential,limited,High Density,Residential
12344,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13206,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14794,Epworth Local Board,residential,limited,High Density,Residential
13716,EMA,wetland,unlimited,Factories,Residential
12132,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13655,CAZ,flightzone,unlimited,Low Density,Residential
13620,Epworth Local Board,residential,limited,High Density,Residential
14805,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12067,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11996,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13619,Epworth Local Board,residential,limited,High Density,Residential
14806,EMA,wetland,unlimited,Factories,Residential
13200,EMA,river basin,unlimited,Medium Density,Residential
12348,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12094,CAZ,flightzone,unlimited,Low Density,Residential
13678,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13715,EMA,river basin,unlimited,Medium Density,Residential
13656,Epworth Local Board,residential,limited,High Density,Residential
13657,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13212,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14750,Epworth Local Board,residential,limited,High Density,Residential
14970,EMA,wetland,unlimited,Factories,Residential
13561,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12293,CAZ,flightzone,unlimited,Low Density,Residential
13714,Epworth Local Board,residential,limited,High Density,Residential
13189,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13296,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13207,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13523,Epworth Local Board,residential,limited,High Density,Residential
13712,EMA,wetland,unlimited,Factories,Residential
12068,EMA,river basin,unlimited,Medium Density,Residential
13663,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13188,CAZ,flightzone,unlimited,Low Density,Residential
14833,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13179,EMA,river basin,unlimited,Medium Density,Residential
13190,Epworth Local Board,residential,limited,High Density,Residential
12317,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14808,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13187,Epworth Local Board,residential,limited,High Density,Residential
12345,EMA,wetland,unlimited,Factories,Residential
13706,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12069,CAZ,flightzone,unlimited,Low Density,Residential
13662,Epworth Local Board,residential,limited,High Density,Residential
11995,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12347,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13196,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13186,Epworth Local Board,residential,limited,High Density,Residential
14837,EMA,wetland,unlimited,Factories,Residential
12092,EMA,river basin,unlimited,Medium Density,Residential
11959,ZMM,monument (balancing rocks),unlimited,High Density,Residential
11992,CAZ,flightzone,unlimited,Low Density,Residential
13205,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13185,EMA,river basin,unlimited,Medium Density,Residential
12386,Epworth Local Board,residential,limited,High Density,Residential
13431,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12294,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13679,Epworth Local Board,residential,limited,High Density,Residential
13526,EMA,wetland,unlimited,Factories,Residential
13184,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13560,CAZ,flightzone,unlimited,Low Density,Residential
11997,Epworth Local Board,residential,limited,High Density,Residential
11994,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13297,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12091,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13201,Epworth Local Board,residential,limited,High Density,Residential
13522,EMA,wetland,unlimited,Factories,Residential
13711,EMA,river basin,unlimited,Medium Density,Residential
13191,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13294,CAZ,flightzone,unlimited,Low Density,Residential
12359,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13183,EMA,river basin,unlimited,Medium Density,Residential
